status,card_present_flag,bpay_biller_code,account,currency,long_lat,txn_description,merchant_id,merchant_code,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement
posted,,,ACC-2171593283,AUD,146.94 -36.04,PAYMENT,,,Fernando,4348.5,8/1/2018,M,19,,,2018-08-01T06:00:00.000+0000,27,baff17b27b2643c48c84fca7129e9611,Australia,CUS-2317998716,,debit
posted,,,ACC-2776252858,AUD,144.95 -37.76,PAYMENT,,,Kristin,1203.75,8/1/2018,F,43,,,2018-08-01T06:00:00.000+0000,29,78a1b6c3a5534d48828d8ed266ba9c2e,Australia,CUS-4123612273,,debit
authorized,1,,ACC-182446574,AUD,116.06 -32.00,SALES-POS,33952b07-859c-4c0a-8b1d-813a5f6b444c,,Tonya,207.08,8/1/2018,F,27,Cockburn Central,WA,2018-08-01T06:06:40.000+0000,6.08,9ba4928260b24fbb8fb00f1f8d86b868,Australia,CUS-3026014945,115.86 -32.13,debit
posted,,,ACC-588564840,AUD,151.27 -33.76,INTER BANK,,,Isaiah,4438.16,8/1/2018,M,23,,,2018-08-01T07:00:00.000+0000,25,eaafa602902b4f4194efb96a105dd7ab,Australia,CUS-1462656821,,debit
posted,,,ACC-1496451953,AUD,145.16 -37.84,INTER BANK,,,Ricky,173.66,8/1/2018,M,43,,,2018-08-01T07:00:00.000+0000,39,243dcea5fb1846ffb89671edf45f157d,Australia,CUS-3142625864,,debit
authorized,1,,ACC-1903037542,AUD,153.05 -27.61,POS,d920de7f-959c-4d9a-aee5-930689a2f8cd,,Jeffrey,2.85,8/1/2018,M,30,Mount Ommaney,QLD,2018-08-01T07:20:48.000+0000,10.79,28347ba260d84f8d81ab70d9e901ea8e,Australia,CUS-860700529,152.94 -27.55,debit
posted,,,ACC-2014856841,AUD,144.99 -37.90,INTER BANK,,,Patrick,260514.83,8/1/2018,M,46,,,2018-08-01T08:00:00.000+0000,22,ae8124d2e33547bdb605d9a51581457f,Australia,CUS-2370108457,,debit
posted,,,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,,,Karen,3117.94,8/1/2018,F,26,,,2018-08-01T08:00:00.000+0000,55,0b0bc166b6da49b1ac64d3bb9c4ef550,Australia,CUS-2630892467,,debit
posted,,,ACC-3954677887,AUD,115.72 -32.28,PAYMENT,,,Ruth,38.31,8/1/2018,F,47,,,2018-08-01T08:00:00.000+0000,58,c24ca89f7aba4ab4b8d3e9ac0c5f4fab,Australia,CUS-3716701010,,debit
authorized,1,,ACC-4258502723,AUD,145.45 -37.74,POS,b5565fff-0333-4c74-a61a-56a074d0ec0f,,Kimberly,708.28,8/1/2018,F,24,Brunswick,VIC,2018-08-01T08:00:11.000+0000,7.37,2f77c3cbe847468bbf99f7f0cead69f9,Australia,CUS-3378712515,144.96 -37.78,debit
authorized,1,,ACC-1598451071,AUD,153.41 -27.95,POS,f2ef6270-cf91-409f-a6a2-fbd6735ea500,,Diana,3.85,8/1/2018,F,26,Byron Bay,NSW,2018-08-01T08:09:42.000+0000,14.1,1c12c9ad77894ef8b507fb091e41e928,Australia,CUS-2487424745,153.6 -28.63,debit
authorized,0,,ACC-2890243754,AUD,153.32 -27.93,POS,7e8bf667-e724-4359-a406-3538a3e27b4e,,Joseph,275.93,8/1/2018,M,37,Lismore,NSW,2018-08-01T08:19:14.000+0000,24.77,1f12467d33ce4609890fb64978ebbcbb,Australia,CUS-2695611575,153.28 -28.81,debit
authorized,1,,ACC-3481401842,AUD,115.74 -31.72,SALES-POS,38997041-c666-41a4-857b-9aaea10c008d,,Tiffany,259.37,8/1/2018,F,25,Fremantle,WA,2018-08-01T08:28:45.000+0000,13.67,daae532bc1114fbd86fca277f349a397,Australia,CUS-1669695324,115.76 -32.06,debit
authorized,0,,ACC-2615038700,AUD,145.35 -38.03,POS,354f40cb-55bc-4a81-a00d-c7faede29f8b,,Emily,30583.15,8/1/2018,F,43,Mordialloc,VIC,2018-08-01T08:47:48.000+0000,12.08,49417bad354f4137971a954c26657e2d,Australia,CUS-3255104878,145.09 -38.01,debit
authorized,1,,ACC-966140392,AUD,147.08 -37.97,POS,7ec296e9-6feb-46b0-b755-115ce31678c1,,Joseph,793.64,8/1/2018,M,21,Chatswood,NSW,2018-08-01T08:57:20.000+0000,72.12,80005b72314045ff9b7d48b6f2b63615,Australia,CUS-537508723,151.18 -33.8,debit
posted,,,ACC-354106658,AUD,151.04 -33.80,INTER BANK,,,Christine,4474.38,8/1/2018,F,39,,,2018-08-01T09:00:00.000+0000,25,f8cbe52460864f5fa77728f4a9e08997,Australia,CUS-2376382098,,debit
posted,,,ACC-1443681913,AUD,150.92 -33.77,PAYMENT,,,Ryan,586.2,8/1/2018,M,31,,,2018-08-01T09:00:00.000+0000,36,2addbcee343d4406bfd5f17fb8d40dee,Australia,CUS-3129499595,,debit
authorized,1,,ACC-1710017148,AUD,150.82 -34.01,SALES-POS,8a0fab50-4efb-41e2-a569-29346eb6c9de,,Michelle,1636.91,8/1/2018,F,19,Granville,NSW,2018-08-01T09:02:54.000+0000,17.96,455044b17a8648a2945d7c39e8274351,Australia,CUS-883482547,151 -33.83,debit
authorized,1,,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,73b8eb5f-d6e6-43fb-896a-84faa162d544,,Richard,11525.54,8/1/2018,M,24,Pacific Paradise,QLD,2018-08-01T09:06:57.000+0000,14.49,221c4f7dd53240a18ceab43e1b879a62,Australia,CUS-51506836,153.08 -26.61,debit
authorized,0,,ACC-1710017148,AUD,150.82 -34.01,SALES-POS,4af25042-a1a4-4688-90b5-240d790e5332,,Michelle,1625.34,8/1/2018,F,19,Alexandria,NSW,2018-08-01T09:11:00.000+0000,11.57,82acf03790844776b4587fd6e6f526c5,Australia,CUS-883482547,151.19 -33.92,debit
authorized,1,,ACC-1037050564,AUD,153.10 -27.66,POS,02d45834-6f65-4f52-9a33-0b242dd7a078,,Rhonda,2072.1,8/1/2018,F,40,North Lakes,QLD,2018-08-01T09:15:03.000+0000,45.12,ad101b96b9d44b968b2519e2bb26a649,Australia,CUS-1614226872,152.99 -27.21,debit
authorized,0,,ACC-3485804958,AUD,138.52 -35.01,POS,a08935a2-99a8-49f0-b73a-f8de51ca0abd,,Jessica,12529.59,8/1/2018,F,34,Findon,SA,2018-08-01T09:19:06.000+0000,33.89,89050ee5c5aa4e79b03e717518236bf9,Australia,CUS-1196156254,138.53 -34.9,debit
authorized,1,,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,66c00c79-11a0-4c11-af28-a31a40931a90,,Kimberly,698.61,8/1/2018,F,24,Doncaster,VIC,2018-08-01T09:23:09.000+0000,9.67,d79653456df54a20a564af7069156f60,Australia,CUS-3378712515,145.13 -37.78,debit
authorized,1,,ACC-3100725361,AUD,145.73 -17.03,POS,7a368a0e-c231-4458-a4e0-43a3f6953954,,Ronald,2086.31,8/1/2018,M,25,Smithfield,QLD,2018-08-01T09:27:12.000+0000,4.38,7c855689bafb457084fbe8e42824a36e,Australia,CUS-2178051368,145.7 -16.81,debit
authorized,1,,ACC-1990648130,AUD,114.62 -28.80,POS,0898833a-fca8-40b5-a738-8e1d4aa98322,,Kaitlyn,1689.89,8/1/2018,F,21,Alstonville,NSW,2018-08-01T09:39:21.000+0000,28.49,4c299aa143c94a03bee6fba9db884567,Australia,CUS-809013380,153.44 -28.84,debit
authorized,1,,ACC-1990648130,AUD,114.62 -28.80,POS,55800aa3-486e-43f1-a0a3-1130709e4c0f,,Kaitlyn,1675.46,8/1/2018,F,21,Leonora,WA,2018-08-01T09:43:24.000+0000,14.43,e25a2c80035844a4846625adb43d893a,Australia,CUS-809013380,121.33 -28.9,debit
authorized,1,,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,30077f02-9082-4179-b287-3c927eed1be9,,Richard,11438.51,8/1/2018,M,24,Greenslopes,QLD,2018-08-01T09:47:26.000+0000,87.03,e06884699c114da592c8dcde6d30cab3,Australia,CUS-51506836,153.05 -27.51,debit
authorized,1,,ACC-154431271,AUD,153.09 -27.48,POS,b7b3f792-717c-4e96-ab82-1580ec58a612,,Lori,38.42,8/1/2018,F,18,Browns Plains,QLD,2018-08-01T09:51:29.000+0000,36.28,bad454ebe43940e2aaa0e8a013f49a91,Australia,CUS-3702001629,153.05 -27.66,debit
authorized,0,,ACC-3689607373,AUD,115.79 -31.79,POS,e54ebe26-344e-4084-a102-4ca6bf82b25b,,Virginia,1089.59,8/1/2018,F,20,West Perth,WA,2018-08-01T09:55:32.000+0000,15.91,303ab7bca5764bb3863758b3142b74bb,Australia,CUS-127297539,115.84 -31.95,debit
authorized,1,,ACC-721712940,AUD,145.09 -37.82,POS,9ba904d4-5b0e-403c-b1bc-71e6a2bcdc0f,,Andrew,49756.21,8/1/2018,M,78,Preston,VIC,2018-08-01T09:59:35.000+0000,25.7,431119a28af748cbb12920804a7fcda3,Australia,CUS-1646183815,145.03 -37.74,debit
posted,,,ACC-1037050564,AUD,153.10 -27.66,PAYMENT,,,Rhonda,2040.1,8/1/2018,F,40,,,2018-08-01T10:00:00.000+0000,32,94622881419c44e1b799a52d82572207,Australia,CUS-1614226872,,debit
posted,,,ACC-1799207998,AUD,150.68 -33.79,INTER BANK,,,Susan,137.14,8/1/2018,F,20,,,2018-08-01T10:00:00.000+0000,39,b5974280c54a4547969f6de6860022d7,Australia,CUS-164374203,,debit
posted,,,ACC-2107684084,AUD,145.03 -37.88,PAYMENT,,,Richard,292.77,8/1/2018,M,22,,,2018-08-01T10:00:00.000+0000,34,60f8a3a91b974bd783af46c24bf7dc94,Australia,CUS-2283904812,,debit
posted,,,ACC-2173390920,AUD,144.71 -37.58,PAYMENT,,,Luis,28.04,8/1/2018,M,27,,,2018-08-01T10:00:00.000+0000,29,2bf5dc421b144a6d9f80c71d9750bbb9,Australia,CUS-3180318393,,debit
posted,,,ACC-1243371644,AUD,150.90 -33.78,PAYMENT,,,Gregory,754.2,8/1/2018,M,42,,,2018-08-01T10:00:00.000+0000,150,f0f8a22361d54153a8ff90da73e5e351,Australia,CUS-3904958894,,debit
posted,,,ACC-966140392,AUD,147.08 -37.97,PAYMENT,,,Joseph,763.64,8/1/2018,M,21,,,2018-08-01T10:00:00.000+0000,30,6d12e9e1c9fe4f899b04c2e1f40fb790,Australia,CUS-537508723,,debit
authorized,1,,ACC-1683215619,AUD,138.67 -34.86,SALES-POS,26f1b7d4-64fb-4c25-8734-47f7409fa7c1,,Barry,301.65,8/1/2018,M,38,Bomaderry,NSW,2018-08-01T10:12:51.000+0000,20.43,06df75936c564067b220a0660ad8b455,Australia,CUS-1604596597,150.6 -34.84,debit
authorized,0,,ACC-2901672282,AUD,255.00 -573.00,SALES-POS,7ce5471b-363c-46ab-b398-ca517347829a,,Daniel,1290.08,8/1/2018,M,22,Sydney,NSW,2018-08-01T10:27:08.000+0000,31.62,826f09d26daf4b7282f597cabfecaf81,Australia,CUS-1617121891,151.21 -33.87,debit
authorized,1,,ACC-1652235822,AUD,144.89 -37.81,SALES-POS,932b9301-65da-4718-aa78-679daba791fb,,Renee,18784.07,8/1/2018,F,38,Doncaster,VIC,2018-08-01T10:41:25.000+0000,16.13,0a0aaf7ca4894fbeb41e69a695458fa1,Australia,CUS-2206365095,145.13 -37.78,debit
authorized,1,,ACC-2615038700,AUD,145.35 -38.03,POS,07df1647-c4aa-479b-a7c2-1952aafbc6bb,,Emily,29645.42,8/1/2018,F,43,Dandenong South,VIC,2018-08-01T10:55:42.000+0000,937.73,44806f4994f249e9a7411776530e0ff6,Australia,CUS-3255104878,145.21 -38.03,debit
posted,,0,ACC-588564840,AUD,151.27 -33.76,PAY/SALARY,,0,Isaiah,8342.11,8/1/2018,M,23,,,2018-08-01T11:00:00.000+0000,3903.95,9ca281650e5d482d9e53f85e959baa66,Australia,CUS-1462656821,,credit
posted,,,ACC-2901672282,AUD,255.00 -573.00,PAYMENT,,,Daniel,1195.08,8/1/2018,M,22,,,2018-08-01T11:00:00.000+0000,95,62e49c215d7e45609556936fd7e860ce,Australia,CUS-1617121891,,debit
authorized,1,,ACC-602667573,AUD,151.23 -33.96,POS,a1ca1b7e-a737-4fc8-b070-3e606f52c0d6,,Michael,454.94,8/1/2018,M,40,Margaret River,WA,2018-08-01T11:04:45.000+0000,11.64,f43f13d2a2d64627bd7849e55076d5ad,Australia,CUS-2031327464,115.07 -33.95,debit
authorized,1,,ACC-414431115,AUD,142.77 -37.06,POS,6beb3465-4cb7-449b-b395-0eaa7764d4fe,,Amy,27.86,8/1/2018,F,43,Robinvale,VIC,2018-08-01T11:11:33.000+0000,28,3f549647f8c64c35a471c57296fa3ee3,Australia,CUS-2599279756,142.77 -34.58,debit
authorized,1,,ACC-1243371644,AUD,150.90 -33.78,POS,a33597e2-742c-4bde-aa32-880e687454b2,,Gregory,689.22,8/1/2018,M,42,Chatswood,NSW,2018-08-01T11:18:22.000+0000,64.98,7439e4de7ee64643bae56d82cf6d60ec,Australia,CUS-3904958894,151.2 -33.79,debit
authorized,1,,ACC-602667573,AUD,151.23 -33.96,SALES-POS,1c6feb54-37a6-47b4-ae0a-a2f3005e7087,,Michael,440.66,8/1/2018,M,40,Chatswood,NSW,2018-08-01T11:25:10.000+0000,14.28,18a79fa1895146598803550daf9b8f5d,Australia,CUS-2031327464,151.18 -33.8,debit
authorized,1,,ACC-2615038700,AUD,145.35 -38.03,SALES-POS,54b35383-6f69-453b-be91-b63005b97135,,Emily,29143.75,8/1/2018,F,43,Mossman Gorge,QLD,2018-08-01T11:31:58.000+0000,501.67,3972bef449b54d3b9db6bc77e1c8d165,Australia,CUS-3255104878,145.35 -16.47,debit
authorized,1,,ACC-1334819143,AUD,145.13 -37.70,POS,1e7209b8-f5d6-4241-a328-f0aa772d0c3b,,Christopher,58154.74,8/1/2018,M,33,Rockbank,VIC,2018-08-01T11:38:46.000+0000,17.97,de0afdbea75448bab771d107c3d9634a,Australia,CUS-3117610635,144.63 -37.7,debit
authorized,0,,ACC-4258502723,AUD,145.45 -37.74,POS,e77e7118-9958-4ae0-8ecd-b705bde43c16,,Kimberly,589.1,8/1/2018,F,24,Sydney,NSW,2018-08-01T11:45:34.000+0000,109.51,fcb9829f70104a338b34cee4eb6cc9c8,Australia,CUS-3378712515,151.21 -33.87,debit
authorized,0,,ACC-3100725361,AUD,145.73 -17.03,POS,cd28c099-0971-41a5-a9cc-d44477c350df,,Ronald,2058.92,8/1/2018,M,25,Cobram,VIC,2018-08-01T11:52:22.000+0000,27.39,646333af54b7418db2ffddf4466e027d,Australia,CUS-2178051368,145.65 -35.92,debit
authorized,1,,ACC-3541460373,AUD,145.00 -37.83,POS,b64b1423-0992-4942-b955-5785b81c1cd6,,Jeffrey,1109.58,8/1/2018,M,24,Kilsyth,VIC,2018-08-01T11:59:11.000+0000,27.39,a4c5dbf8884f40efb7d37ee62c121da5,Australia,CUS-1433879684,145.32 -37.8,debit
posted,,0,ACC-1650504218,AUD,145.01 -37.93,PAY/SALARY,,0,Marissa,2040.58,8/1/2018,F,23,,,2018-08-01T12:00:00.000+0000,1626.48,1822eb0e1bbe4c9e95ebbb0fa2cc4323,Australia,CUS-2500783281,,credit
posted,,,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,,,Karen,3071.94,8/1/2018,F,26,,,2018-08-01T12:00:00.000+0000,46,f9517b2856424dee847566e333c1da49,Australia,CUS-2630892467,,debit
posted,,,ACC-182446574,AUD,116.06 -32.00,INTER BANK,,,Tonya,150.08,8/1/2018,F,27,,,2018-08-01T12:00:00.000+0000,57,f14720cc84d24bac8b9987a127c07842,Australia,CUS-3026014945,,debit
posted,,0,ACC-3326339947,AUD,151.18 -33.80,PAY/SALARY,,0,Eric,3158.51,8/1/2018,M,22,,,2018-08-01T12:00:00.000+0000,983.36,bd62b1799a454cedbbb56364f7c40cbf,Australia,CUS-326006476,,credit
posted,,,ACC-3879258709,AUD,143.83 -37.66,PAYMENT,,,Natasha,186371.86,8/1/2018,F,40,,,2018-08-01T12:00:00.000+0000,170,d644e56e0d2e4288beb67ec2c5e66346,Australia,CUS-527400765,,debit
authorized,1,,ACC-2249586092,AUD,115.98 -32.07,POS,7cdb62b5-6632-4d1d-8e28-a4d26f5cbb74,,Edward,4172.16,8/1/2018,M,19,Ceduna,SA,2018-08-01T12:15:26.000+0000,3.28,519228444b164ae2b61bc1e2bca47283,Australia,CUS-443776336,133.67 -32.11,debit
authorized,1,,ACC-3827517394,AUD,151.12 -33.89,POS,94f323d7-ffeb-4b35-9c10-e5670d9b7bd8,,Craig,30163.44,8/1/2018,M,28,Bass Hill,NSW,2018-08-01T12:50:31.000+0000,33.45,bdcb34e0a5d9423089deb9a6e85e32a5,Australia,CUS-2663907001,150.99 -33.9,debit
posted,,0,ACC-3541460373,AUD,145.00 -37.83,PAY/SALARY,,0,Jeffrey,2517.66,8/1/2018,M,24,,,2018-08-01T13:00:00.000+0000,1408.08,0d95c7c932bb48e5b44c2637bdd3efe9,Australia,CUS-1433879684,,credit
posted,,,ACC-3100725361,AUD,145.73 -17.03,INTER BANK,,,Ronald,2032.92,8/1/2018,M,25,,,2018-08-01T13:00:00.000+0000,26,77254bed4aed4a66b6870c77297cef71,Australia,CUS-2178051368,,debit
posted,,0,ACC-2776252858,AUD,144.95 -37.76,PAY/SALARY,,0,Kristin,2271.79,8/1/2018,F,43,,,2018-08-01T13:00:00.000+0000,1068.04,f50ccf1195214d14a0acbfcb5a265193,Australia,CUS-4123612273,,credit
authorized,0,,ACC-2615038700,AUD,145.35 -38.03,POS,47fc3b6a-6e2d-4cd1-87ce-00360cf62893,,Emily,29128.11,8/1/2018,F,43,Lara,VIC,2018-08-01T13:45:33.000+0000,15.64,74c7d8e7a52c411ca0457469d55d5a92,Australia,CUS-3255104878,144.4 -38.02,debit
posted,,0,ACC-1598451071,AUD,153.41 -27.95,PAY/SALARY,,0,Diana,1017.52,8/1/2018,F,26,,,2018-08-01T14:00:00.000+0000,1013.67,a72c9dd8b4614a1982ff71f8b62677ad,Australia,CUS-2487424745,,credit
authorized,1,,ACC-1799207998,AUD,150.68 -33.79,POS,4969262f-2161-43c1-a48d-1799844fb859,,Susan,119.88,8/1/2018,F,20,Minchinbury,NSW,2018-08-01T14:01:55.000+0000,17.26,5af4f4be8c7344ddbb0e36b48b29d024,Australia,CUS-164374203,150.83 -33.79,debit
authorized,0,,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,17d20b9f-f49d-4164-9e7d-a1043052faae,,Kimberly,538.85,8/1/2018,F,24,Melbourne,VIC,2018-08-01T14:10:42.000+0000,50.25,ce39f465e532476da3322a54ed8b4c7c,Australia,CUS-3378712515,144.96 -37.81,debit
authorized,1,,ACC-958000567,AUD,130.90 -12.37,POS,73c0924f-dc35-4ab1-8136-2b5775cf4280,,Sandra,486.68,8/1/2018,F,34,Stuart Park,NT,2018-08-01T14:19:28.000+0000,22.25,c9ff96e92ff4416383ce3cba52c211f4,Australia,CUS-4142663097,130.84 -12.44,debit
authorized,1,,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,1ab3e343-3775-4d54-9dac-2b0834500025,,Rhonda,2029.05,8/1/2018,F,40,Port Macquarie,NSW,2018-08-01T14:28:14.000+0000,11.05,353c30ef66e345059a22305b36f138a2,Australia,CUS-1614226872,152.92 -31.43,debit
authorized,1,,ACC-1710017148,AUD,150.82 -34.01,POS,499b1c74-d767-43d6-a084-b20d00010c70,,Michelle,1609.16,8/1/2018,F,19,Blacktown,NSW,2018-08-01T14:37:01.000+0000,16.18,927d07bdbeb743ebab2865f86132cd99,Australia,CUS-883482547,150.91 -33.77,debit
authorized,0,,ACC-602667573,AUD,151.23 -33.96,SALES-POS,89556e0f-b593-4b89-adb4-8f279923bb24,,Michael,429.2,8/1/2018,M,40,Brookvale,NSW,2018-08-01T14:45:47.000+0000,11.46,06232e1cf77744ccb2ecb302de8dadc3,Australia,CUS-2031327464,151.27 -33.77,debit
posted,,,ACC-2305712452,AUD,138.61 -34.89,PAYMENT,,,Debra,86.91,8/1/2018,F,18,,,2018-08-01T15:00:00.000+0000,36,caff6e7621094e3585454db87edfd984,Australia,CUS-1842679196,,debit
posted,,,ACC-38923874,AUD,151.27 -33.90,PAYMENT,,,Ryan,28453.87,8/1/2018,M,38,,,2018-08-01T15:00:00.000+0000,35,e383af7f43bb4c8480def9709a689e98,Australia,CUS-3249305314,,debit
authorized,0,,ACC-819621312,AUD,145.04 -37.85,POS,0bf7d15e-20d0-4246-8e99-59c3dd1a2dcb,,Michele,86.3,8/1/2018,F,30,Windsor,VIC,2018-08-01T15:02:21.000+0000,5.29,6cf7fafedd0b4a30bc1b00023cbee2d7,Australia,CUS-1271030853,144.99 -37.86,debit
authorized,1,,ACC-1710017148,AUD,150.82 -34.01,SALES-POS,31409513-c87e-497b-bcdb-4f91c51b5996,,Michelle,1602.58,8/1/2018,F,19,Hurstville,NSW,2018-08-01T15:08:34.000+0000,6.58,0b0be6179db945629804267253f52d4d,Australia,CUS-883482547,151.1 -33.97,debit
authorized,1,,ACC-1973887809,AUD,115.78 -31.90,SALES-POS,e3136489-2e9f-4490-a7a4-9b5a8355776c,,Antonio,713.56,8/1/2018,M,26,O'connor,WA,2018-08-01T15:27:12.000+0000,16.03,fff1c10f94b74ad78176503e32accb90,Australia,CUS-1646621553,115.8 -32.07,debit
authorized,1,,ACC-1516130869,AUD,130.84 -12.45,POS,e9d1bc97-2073-4ede-9665-ab400e8e7be6,,Jessica,143.4,8/1/2018,F,21,Coconut Grove,NT,2018-08-01T15:33:24.000+0000,32.41,a9f8f0c8aefc4b7fbd8c659b703d08bc,Australia,CUS-325142416,130.85 -12.4,debit
authorized,1,,ACC-966140392,AUD,147.08 -37.97,SALES-POS,9f0244d9-2b86-4065-85dc-6c2089ddc749,,Joseph,750.75,8/1/2018,M,21,Wheelers Hill,VIC,2018-08-01T15:39:37.000+0000,12.89,afdd21bfccd949c9b24480909c86de1e,Australia,CUS-537508723,145.16 -37.91,debit
authorized,1,,ACC-1973887809,AUD,115.78 -31.90,POS,bedfaec0-2483-449c-9d0f-b8492469a4a2,,Antonio,697.46,8/1/2018,M,26,Taree,NSW,2018-08-01T15:45:50.000+0000,16.1,aadd1e78dc7f49f3b349c52d7c0219ed,Australia,CUS-1646621553,152.46 -31.91,debit
authorized,1,,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,8caa374e-b525-4314-82e2-b8a4d8828490,,Michael,39595.08,8/1/2018,M,22,Carlton North,VIC,2018-08-01T15:52:02.000+0000,39.92,bc6ef7e90d3a4b479e881b68d68eedf5,Australia,CUS-3462882033,144.98 -37.78,debit
authorized,1,,ACC-1279356312,AUD,144.79 -37.73,POS,6f26079c-0269-473c-8db5-48c93b871572,,Tyler,1082.64,8/1/2018,M,44,Doncaster East,VIC,2018-08-01T15:58:15.000+0000,8.1,6dfe62109c534a1d9cb76b57d703e7fe,Australia,CUS-1892177589,145.17 -37.76,debit
posted,,,ACC-4065652575,AUD,115.81 -31.82,PAYMENT,,,Lucas,2335.35,8/1/2018,M,21,,,2018-08-01T16:00:00.000+0000,55,726f54003e2e460ca39707aede401ab6,Australia,CUS-1117979751,,debit
posted,,0,ACC-3485804958,AUD,138.52 -35.01,PAY/SALARY,,0,Jessica,16433.32,8/1/2018,F,34,,,2018-08-01T16:00:00.000+0000,3903.73,cf378669537f46e4acee7321fa8accb1,Australia,CUS-1196156254,,credit
posted,,,ACC-1799207998,AUD,150.68 -33.79,PAYMENT,,,Susan,8.06,8/1/2018,F,20,,,2018-08-01T16:00:00.000+0000,35,1b87da4cd76d4bbc96c64e9935253f66,Australia,CUS-164374203,,debit
posted,,0,ACC-1973887809,AUD,115.78 -31.90,PAY/SALARY,,0,Antonio,1796.37,8/1/2018,M,26,,,2018-08-01T16:00:00.000+0000,1098.91,00e97a9be9654405bb44f96e748b3ace,Australia,CUS-1646621553,,credit
posted,,0,ACC-4059612845,AUD,130.98 -12.49,PAY/SALARY,,0,Jonathan,50383.16,8/1/2018,M,38,,,2018-08-01T16:00:00.000+0000,2647.38,794ef124f66645e68d0707ef0a544b50,Australia,CUS-495599312,,credit
authorized,1,,ACC-1608363396,AUD,151.22 -33.87,POS,0bf67b9f-7fa9-4458-8595-d1e738f26550,,Robert,1691.91,8/1/2018,M,20,Newtown,NSW,2018-08-01T16:12:00.000+0000,13.52,0ae06c9043b94ad19fde3dd4524a738b,Australia,CUS-2688605418,151.18 -33.9,debit
